iv,B_D,W_D,theta_D,T_D,gamma_D,nu,nu2,L,U,sqrt_T_D,estimate,mean,lci,uci,model
race_ethNH Black,0.018279139538764234,0.15511565442621125,5.985605089926913,0.17522270791885192,0.11475141396600558,28.242282661153098,683.4809559863774,5.163716355667753,6.807493824186072,0.41859611550855547,"5.99 	 (5.16, 6.81)",5.985605089926913,5.163716355667753,6.807493824186072,SBP_BF
race_ethNH White,0.015673077004382068,0.18570041002782162,-0.14314385908542723,0.2029407947326419,0.08495278008314242,38.8300162338811,1247.0599101039522,-1.0269448461134318,0.7406571279425773,0.4504895056853621,"-0.14 	 (-1.03, 0.74)",-0.14314385908542723,-1.0269448461134318,0.7406571279425773,SBP_BF
race_ethOther Race,0.022170321225480266,0.8802570880829791,1.3749818243332708,0.9046444414310074,0.026957943067058787,191.22590472705878,12384.229906989875,-0.4893769800618646,3.2393406287284057,0.9511279837282717,"1.37 	 (-0.49, 3.24)",1.3749818243332708,-0.4893769800618646,3.2393406287284057,SBP_BF
(Intercept),0.09837744596601986,0.4168334894066961,95.33572264966033,0.5250486799693179,0.2061050616657975,17.268748128627447,211.86791574594585,93.90736890243772,96.76407639688291,0.7246024289010615,"95.34 	 (93.91, 96.76)",95.33572264966033,93.90736890243772,96.76407639688291,SBP_BMI_trt
age,2.693183176696664e-5,9.978053776842573e-5,0.4182172739004868,1.2940555271208904e-4,0.2289315591393146,16.08359142230995,171.72407169265946,0.3957631547197874,0.4406713930811862,0.011375656144244562,"0.42 	 (0.4, 0.44)",0.4182172739004868,0.3957631547197874,0.4406713930811862,SBP_BMI_trt
bmi,8.189907164978034e-5,4.323265532144644e-4,0.3734410110074552,5.224155320292228e-4,0.17244697619311786,19.710626916711263,302.6434940936554,0.32846340183807665,0.41841862017683373,0.022856411179999866,"0.37 	 (0.33, 0.42)",0.3734410110074552,0.32846340183807665,0.41841862017683373,SBP_BMI_trt
female,0.014481031444370993,0.07387001028525889,-3.62765412347543,0.08979914487406698,0.1773862614298486,19.28285304045856,286.02404754169,-4.217482618306777,-3.0378256286440832,0.29966505447593816,"-3.63 	 (-4.22, -3.04)",-3.62765412347543,-4.217482618306777,-3.0378256286440832,SBP_BMI_trt
htn_med_taking1,0.0841738850238027,0.11325258416674544,-3.0412281263972485,0.2058438576929284,0.4498131475183866,11.336309206580326,44.48137657789204,-3.9553213625743937,-2.1271348902201037,0.45370018480592267,"-3.04 	 (-3.96, -2.13)",-3.0412281263972485,-3.9553213625743937,-2.1271348902201037,SBP_BMI_trt
htn_med_told1,0.18873514090149748,0.08967344187288578,1.769464050160959,0.297282096864533,0.6983557273758446,9.7942740831793,18.453940285048752,0.6259825244804924,2.9129455758414258,0.5452358176647357,"1.77 	 (0.63, 2.91)",1.769464050160959,0.6259825244804924,2.9129455758414258,SBP_BMI_trt
race_ethHispanic,0.013221749799059032,0.13816322867707867,-0.341576043002597,0.1527071534560436,0.09524062527399131,34.22152096604475,992.1972831101999,-1.1084215592847455,0.4252694732795515,0.3907776266062882,"-0.34 	 (-1.11, 0.43)",-0.341576043002597,-1.1084215592847455,0.4252694732795515,SBP_BMI_trt
race_ethNH Black,0.024926307649642435,0.1588572566590587,3.880597926083218,0.18627619507366538,0.14719507451697464,22.449702252783815,415.38992032179067,3.0322109342353705,4.728984917931065,0.4315972602712688,"3.88 	 (3.03, 4.73)",3.880597926083218,3.0322109342353705,4.728984917931065,SBP_BMI_trt
race_ethNH White,0.020119693605816485,0.1737454549234126,-1.381630899783644,0.19587711788981071,0.11298748523984382,28.6777527202924,704.9881613938,-2.25056368603518,-0.512698113532108,0.44258006946744755,"-1.38 	 (-2.25, -0.51)",-1.381630899783644,-2.25056368603518,-0.512698113532108,SBP_BMI_trt
race_ethOther Race,0.029904028947092855,0.8192854622750126,-0.2977185839522713,0.8521798941168148,0.03860033787337049,109.66179326647348,6040.324870827668,-2.1073943282052796,1.511957160300737,0.9231359023008556,"-0.3 	 (-2.11, 1.51)",-0.2977185839522713,-2.1073943282052796,1.511957160300737,SBP_BMI_trt
(Intercept),0.20774902659771377,0.4552290040766753,101.28412796153081,0.6837529333341605,0.3342200349227636,12.942813954264727,80.57077645523877,99.63873630764174,102.92951961541989,0.8268935441362211,"101.28 	 (99.64, 102.93)",101.28412796153081,99.63873630764174,102.92951961541989,SBP_BF_trt
age,3.1288810740506525e-5,1.1040328712646818e-4,0.41745580237782903,1.4482097894102537e-4,0.23765680957434282,15.700014999228268,159.3463001826998,0.3936887803379487,0.4412228244177094,0.012034158838116829,"0.42 	 (0.39, 0.44)",0.41745580237782903,0.3936887803379487,0.4412228244177094,SBP_BF_trt
fat_percentage,1.75487264303558e-4,4.204535307600944e-4,0.10414397377616919,6.134895214940082e-4,0.3146524658869812,13.34757165192282,90.90342157602133,0.054943248756617116,0.15334469879572124,0.024768720626911843,"0.1 	 (0.05, 0.15)",0.10414397377616919,0.054943248756617116,0.15334469879572124,SBP_BF_trt
female,0.029871775305163124,0.10671469806578524,-4.34753805529256,0.13957365090146467,0.23542375386366438,15.795043961404787,162.38351903554832,-5.085270015345458,-3.609806095239662,0.3735955713086876,"-4.35 	 (-5.09, -3.61)",-4.34753805529256,-5.085270015345458,-3.609806095239662,SBP_BF_trt
htn_med_taking1,0.09824517338557948,0.115514165455581,-2.8510350507673246,0.22358385617971843,0.4833519403890689,11.026821097481237,38.52259871026603,-3.8078365738963598,-1.8942335276382893,0.47284654612222604,"-2.85 	 (-3.81, -1.89)",-2.8510350507673246,-3.8078365738963598,-1.8942335276382893,SBP_BF_trt
htn_med_told1,0.1865031257374002,0.09343694983314754,2.319230714579738,0.29859038814428773,0.6870731492267728,9.838477438546288,19.06498887095096,1.1757945024255152,3.462666926733961,0.546434248692638,"2.32 	 (1.18, 3.46)",2.319230714579738,1.1757945024255152,3.462666926733961,SBP_BF_trt
race_ethHispanic,0.014184966897959252,0.141933719447272,1.2084175089750584,0.1575371830350272,0.09904622697414786,32.820166007724104,917.4166900127221,0.42946143762536926,1.9873735803247474,0.39690954011591506,"1.21 	 (0.43, 1.99)",1.2084175089750584,0.42946143762536926,1.9873735803247474,SBP_BF_trt
race_ethNH Black,0.022850276118767224,0.15359078706928614,5.831447750533402,0.1787260907999301,0.1406358949504522,23.359513551340466,455.0405996539131,5.000643449886625,6.66225205118018,0.4227600865738511,"5.83 	 (5, 6.66)",5.831447750533402,5.000643449886625,6.66225205118018,SBP_BF_trt
race_ethNH White,0.01649061825284656,0.18270966019929277,-0.17974529169697745,0.200849340277424,0.0903148601487847,36.26102144706197,1103.3773940602773,-1.0590916177981198,0.6996010344041648,0.4481621807754688,"-0.18 	 (-1.06, 0.7)",-0.17974529169697745,-1.0590916177981198,0.6996010344041648,SBP_BF_trt
race_ethOther Race,0.026951607262567744,0.8789380249154742,1.3090558470131617,0.9085847929042987,0.032629610599202725,141.46968566503986,8453.152958071372,-0.5594437633635958,3.1775554573899187,0.9531971427277249,"1.31 	 (-0.56, 3.18)",1.3090558470131617,-0.5594437633635958,3.1775554573899187,SBP_BF_trt
(Intercept),0.10341483909884272,0.37244287409159615,67.87004828255525,0.48619919710032317,0.23397061057929788,15.858014981892108,164.4068440106484,66.49327042271547,69.24682614239502,0.6972798556536128,"67.87 	 (66.49, 69.25)",67.87004828255525,66.49327042271547,69.24682614239502,DBP_BMI
age,7.5473313062283935e-6,5.568208296291262e-5,-0.009289313073676395,6.398414739976385e-5,0.12975189596543527,25.121195957690087,534.5829266543204,-0.025002658551478884,0.006424032404126093,0.007999009151123898,"-0.01 	 (-0.03, 0.01)",-0.009289313073676395,-0.025002658551478884,0.006424032404126093,DBP_BMI
bmi,5.607732325474061e-5,2.603788061771775e-4,0.2373933446695457,3.2206386175739215e-4,0.19153050964371,18.201572418664036,245.33899441665451,0.2020451886025181,0.27274150073657333,0.017946137795007373,"0.24 	 (0.2, 0.27)",0.2373933446695457,0.2020451886025181,0.27274150073657333,DBP_BMI
female,0.00757486925419684,0.06141995281069082,-2.7658523117781924,0.06975230899030735,0.11945634919088303,27.15845653028728,630.7017469301484,-3.2844870497099365,-2.247217573846448,0.2641066242832757,"-2.77 	 (-3.28, -2.25)",-2.7658523117781924,-3.2844870497099365,-2.247217573846448,DBP_BMI
race_ethHispanic,0.02055417263845452,0.11611343823340453,-3.241213692008044,0.1387230281357045,0.162983681989571,20.617730077110433,338.80847075595045,-3.973829913167381,-2.5085974708487067,0.3724554042240554,"-3.24 	 (-3.97, -2.51)",-3.241213692008044,-3.973829913167381,-2.5085974708487067,DBP_BMI
race_ethNH Black,0.013494474577223196,0.17832012198131492,-1.5655831271104443,0.19316404401626044,0.07684619625014665,43.61151831990779,1524.044887143904,-2.427680408401862,-0.7034858458190264,0.439504316265791,"-1.57 	 (-2.43, -0.7)",-1.5655831271104443,-2.427680408401862,-0.7034858458190264,DBP_BMI
race_ethNH White,0.009771719294297645,0.09627065621675443,-2.1706543069563984,0.10701954744048184,0.10043857856626921,32.34083270622275,892.1572185763198,-2.8127048644542234,-1.5286037494585734,0.32713842244603714,"-2.17 	 (-2.81, -1.53)",-2.1706543069563984,-2.8127048644542234,-1.5286037494585734,DBP_BMI
race_ethOther Race,0.030796998479222203,0.2976882107205299,-2.2113889496600887,0.33156490904767433,0.10217214609484937,31.766987052855914,862.1393704585561,-3.341555618299803,-1.0812222810203749,0.5758167321706398,"-2.21 	 (-3.34, -1.08)",-2.2113889496600887,-3.341555618299803,-1.0812222810203749,DBP_BMI
(Intercept),0.09251534263664105,0.40374725953937207,69.31515095749539,0.5055141364396772,0.2013136123492937,17.557878233197954,222.07323840182053,67.91399004412793,70.71631187086285,0.7109951732885936,"69.32 	 (67.91, 70.72)",69.31515095749539,67.91399004412793,70.71631187086285,DBP_BF
age,1.1711752945242039e-5,5.5372513156815134e-5,-0.011415307931708394,6.825544139658137e-5,0.18874580511337072,18.399289492143012,252.6317282366257,-0.027685859103304487,0.004855243239887699,0.008261685142668012,"-0.01 	 (-0.03, 0)",-0.011415307931708394,-0.027685859103304487,0.004855243239887699,DBP_BF
fat_percentage,1.30844099643801e-4,2.304484052420986e-4,0.16333709732537752,3.743769148502797e-4,0.3844481427647343,12.112761740689745,60.89294449999438,0.12464536067508984,0.20202883397566518,0.01934882205330029,"0.16 	 (0.12, 0.2)",0.16333709732537752,0.12464536067508984,0.20202883397566518,DBP_BF
female,0.012902958302228129,0.07273986274941037,-3.9821234461188113,0.08693311688186131,0.16326636662227373,20.588797935329374,337.6362387118976,-4.562086437023798,-3.4021604552138243,0.2948442247727795,"-3.98 	 (-4.56, -3.4)",-3.9821234461188113,-4.562086437023798,-3.4021604552138243,DBP_BF
race_ethHispanic,0.018197264066762305,0.10559536890407088,-2.456803088249736,0.12561235937750942,0.15935526227383745,21.00009526507061,354.41303833073806,-3.15383056022472,-1.7597756162747513,0.3544183395050395,"-2.46 	 (-3.15, -1.76)",-2.456803088249736,-3.15383056022472,-1.7597756162747513,DBP_BF
race_ethNH Black,0.009130442935224685,0.16180060014992642,-0.3739924110730394,0.17184408737867357,0.058445346487921025,61.35589877762293,2634.769540732025,-1.1868508880900013,0.43886606594392263,0.41454081509385005,"-0.37 	 (-1.19, 0.44)",-0.3739924110730394,-1.1868508880900013,0.43886606594392263,DBP_BF
race_ethNH White,0.007640484930383799,0.09632032705106197,-1.5109865696029454,0.10472486047448415,0.08025346976203339,41.44985436312686,1397.381125740688,-2.145804690135674,-0.8761684490702166,0.32361220693058557,"-1.51 	 (-2.15, -0.88)",-1.5109865696029454,-2.145804690135674,-0.8761684490702166,DBP_BF
race_ethOther Race,0.02651921757962028,0.2832136906067782,-1.3509213695363436,0.3123848299443605,0.09338206129528774,34.95893878486719,1032.0853108354615,-2.4476587869278683,-0.25418395214481926,0.5589139736527979,"-1.35 	 (-2.45, -0.25)",-1.3509213695363436,-2.4476587869278683,-0.25418395214481926,DBP_BF
(Intercept),0.1505173054751241,0.37218855259893585,68.59261792104174,0.5377575886215724,0.30788786532429535,13.501073678038953,94.94177881789572,67.13678299818591,70.04845284389756,0.7333195678703606,"68.59 	 (67.14, 70.05)",68.59261792104174,67.13678299818591,70.04845284389756,DBP_BMI_trt
age,2.5390283612475785e-5,6.33466657114772e-5,-0.003158040258232325,9.127597768520056e-5,0.30598754110361953,13.545580262336442,96.12470546605016,-0.022121961151536598,0.015805880635071944,0.009553846224699274,"0 	 (-0.02, 0.02)",-0.003158040258232325,-0.022121961151536598,0.015805880635071944,DBP_BMI_trt
bmi,7.732379244558465e-5,2.529013660021022e-4,0.2386184945044257,3.3795753769224533e-4,0.25167709609601285,15.147691880636703,142.08725389911586,0.2022777413029635,0.2749592477058879,0.018383621452049248,"0.24 	 (0.2, 0.27)",0.2386184945044257,0.2022777413029635,0.2749592477058879,DBP_BMI_trt
female,0.012503886273265496,0.06145202101045432,-2.723727231903379,0.07520629591104637,0.18288728003384894,18.838678476889324,269.07633736619744,-3.2636516770953214,-2.183802786711437,0.27423766318842197,"-2.72 	 (-3.26, -2.18)",-2.723727231903379,-3.2636516770953214,-2.183802786711437,DBP_BMI_trt
htn_med_taking1,0.09485947029568234,0.05047981527770184,-2.32223856779263,0.15482523260295242,0.6739561476574252,9.891860450185678,19.814322669734114,-3.143513433989898,-1.5009637015953623,0.39347837628382126,"-2.32 	 (-3.14, -1.5)",-2.32223856779263,-3.143513433989898,-1.5009637015953623,DBP_BMI_trt
htn_med_told1,0.10148171224207138,0.05964119419824236,0.9258433251194305,0.17127107766452088,0.6517731130584394,9.98738782745958,21.186032173268128,0.06565693364123282,1.786029716597628,0.4138491001132187,"0.93 	 (0.07, 1.79)",0.9258433251194305,0.06565693364123282,1.786029716597628,DBP_BMI_trt
race_ethHispanic,0.01467122393991329,0.11464353356961274,-3.2735695898305655,0.13078187990351736,0.1233989475132983,26.328587948066424,591.0437079312712,-3.983821034572375,-2.563318145088756,0.3616377744422136,"-3.27 	 (-3.98, -2.56)",-3.2735695898305655,-3.983821034572375,-2.563318145088756,DBP_BMI_trt
race_ethNH Black,0.011125012167275797,0.17613337749501468,-1.6559600434377417,0.18837089087901807,0.06496499181427648,53.55124685074356,2132.4739437161543,-2.5071011280150834,-0.8048189588604,0.43401715505152333,"-1.66 	 (-2.51, -0.8)",-1.6559600434377417,-2.5071011280150834,-0.8048189588604,DBP_BMI_trt
race_ethNH White,0.007906867274959026,0.094312090018647,-2.152593725119596,0.10300964402110194,0.08443436617131887,39.10070469847223,1262.4204302259266,-2.782250112727463,-1.522937337511729,0.32095115519515105,"-2.15 	 (-2.78, -1.52)",-2.152593725119596,-2.782250112727463,-1.522937337511729,DBP_BMI_trt
race_ethOther Race,0.02577984571855639,0.29187749394410223,-2.2228016737160905,0.3202353242345143,0.08855309875073328,37.06128299814844,1147.7174459269263,-3.333103214408623,-1.1125001330235587,0.5658933859257539,"-2.22 	 (-3.33, -1.11)",-2.2228016737160905,-3.333103214408623,-1.1125001330235587,DBP_BMI_trt
(Intercept),0.12555990353210297,0.4051683221800927,69.96887920099347,0.543284216065406,0.25422401351097873,15.054878137553311,139.25454156090902,68.5115680700238,71.42619033196314,0.7370781614356825,"69.97 	 (68.51, 71.43)",69.96887920099347,68.5115680700238,71.42619033196314,DBP_BF_trt
age,2.8016033189059808e-5,6.32984274365215e-5,-0.007469118928143591,9.411606394448728e-5,0.3274428956797751,13.076832179226171,83.94046388092012,-0.026761504135076098,0.011823266278788911,0.009701343409264889,"-0.01 	 (-0.03, 0.01)",-0.007469118928143591,-0.026761504135076098,0.011823266278788911,DBP_BF_trt
fat_percentage,1.471681691660962e-4,2.2534115907291686e-4,0.16459958646946082,3.872261451556227e-4,0.4180631605276698,11.67995503338725,51.494246840718155,0.12510343182966793,0.20409574110925371,0.01967806253561622,"0.16 	 (0.13, 0.2)",0.16459958646946082,0.12510343182966793,0.20409574110925371,DBP_BF_trt
female,0.014102900096656086,0.07204360683539368,-3.9590976027107807,0.08755679694171538,0.1771785931896125,19.30026604692209,286.694929044286,-4.541509534561832,-3.3766856708597297,0.29589997793463146,"-3.96 	 (-4.54, -3.38)",-3.9590976027107807,-4.541509534561832,-3.3766856708597297,DBP_BF_trt
htn_med_taking1,0.11876248635650265,0.05166729530743339,-2.2778807865738218,0.1823060302995863,0.7165903112336562,9.72597317625007,17.526719878427876,-3.17665743666809,-1.3791041364795533,0.42697310254814214,"-2.28 	 (-3.18, -1.38)",-2.2778807865738218,-3.17665743666809,-1.3791041364795533,DBP_BF_trt
htn_med_told1,0.1118323757825922,0.06054261871243567,1.1302005020723072,0.1835582320732871,0.6701721408590189,9.907676485759994,20.038710407441222,0.23660732031502385,2.02379368382959,0.4284369639436904,"1.13 	 (0.24, 2.02)",1.1302005020723072,0.23660732031502385,2.02379368382959,DBP_BF_trt
race_ethHispanic,0.011291358667430015,0.10457831279796725,-2.495178533061992,0.11699880733214027,0.10615915510072925,30.536075059763554,798.5968680216158,-3.1666035413073987,-1.8237535248165853,0.3420508841271139,"-2.5 	 (-3.17, -1.82)",-2.495178533061992,-3.1666035413073987,-1.8237535248165853,DBP_BF_trt
race_ethNH Black,0.007287054281251224,0.16034407003630127,-0.46704098350979406,0.16835982974567762,0.04761088034767474,81.01945404440842,3970.3618181469596,-1.271492258100178,0.33741029108058973,0.41031674319442246,"-0.47 	 (-1.27, 0.34)",-0.46704098350979406,-1.271492258100178,0.33741029108058973,DBP_BF_trt
race_ethNH White,0.006788310850870192,0.09432894647486356,-1.5035274095556397,0.10179608841082077,0.07335391813702996,46.10085562301781,1672.6145751436939,-2.129316542608536,-0.8777382765027435,0.3190549927689908,"-1.5 	 (-2.13, -0.88)",-1.5035274095556397,-2.129316542608536,-0.8777382765027435,DBP_BF_trt
race_ethOther Race,0.020352321485453802,0.2780101978015738,-1.3706444578806318,0.300397751435573,0.07452636887929799,45.231285760947706,1620.401311019329,-2.4456753508914413,-0.2956135648698224,0.5480855329559183,"-1.37 	 (-2.45, -0.3)",-1.3706444578806318,-2.4456753508914413,-0.2956135648698224,DBP_BF_trt
(Intercept),2.5165812941729144,5.329966753750935,72.01814075856763,8.09820617734114,0.3418336558700823,12.799363753653118,77.021659192455175,66.35158439097317,77.68469712616208,2.845734734183975,"72.02 	 (66.35, 77.68)",72.01814075856763,66.35158439097317,77.68469712616208,LDL_BMI
age,1.2041148454173623e-4,6.288598915270842e-4,0.31302938670311026,7.61312524522994e-4,0.17397931694201277,19.57481010106239,297.33584384492684,0.2587292480199896,0.3673295253862309,0.02759189236937173,"0.31 	 (0.26, 0.37)",0.31302938670311026,0.2587292480199896,0.3673295253862309,LDL_BMI
bmi,0.0021886580605025106,0.004468516491205076,1.1513705198928665,0.006876040357757838,0.3501323059915569,12.650961149118308,73.41387386233886,0.9861231198045695,1.3166179199811636,0.08292189311489359,"1.15 	 (0.99, 1.32)",1.1513705198928665,0.9861231198045695,1.3166179199811636,LDL_BMI
female,0.17202211369492362,0.8131221850269253,-8.330256185608373,1.0023465100913413,0.18878134772691776,18.396722351890965,252.53660923551146,-10.301967615313835,-6.358544755902912,1.001172567588296,"-8.33 	 (-10.3, -6.36)",-8.330256185608373,-10.301967615313835,-6.358544755902912,LDL_BMI
race_ethHispanic,0.6540065574146375,2.995129861166582,-1.6356015483594288,3.714537074322683,0.19367345075894274,18.053993311455166,239.93981970925532,-5.4322165505599465,2.161013453841089,1.9273134343750844,"-1.64 	 (-5.43, 2.16)",-1.6356015483594288,-5.4322165505599465,2.161013453841089,LDL_BMI
race_ethNH Black,0.6900074188812926,2.092350069592573,-16.505622412714143,2.851358230361995,0.2661917933310897,14.64598216322743,127.01446558890969,-19.847046545898998,-13.16419827952929,1.688596526812132,"-16.51 	 (-19.85, -13.16)",-16.505622412714143,-19.847046545898998,-13.16419827952929,LDL_BMI
race_ethNH White,0.45176172808111936,2.100914873886373,-7.285175794843111,2.597852774775604,0.19128793814428363,18.218524421305254,245.9616158108466,-10.45983845433896,-4.110513135347263,1.6117855858567554,"-7.29 	 (-10.46, -4.11)",-7.285175794843111,-10.45983845433896,-4.110513135347263,LDL_BMI
race_ethOther Race,1.8983879611743517,7.74921682831342,-7.019382267875596,9.837443585605207,0.21227331461879156,16.91900918524513,199.73386528032248,-13.204225631943377,-0.8345389038078155,3.136469924230935,"-7.02 	 (-13.2, -0.83)",-7.019382267875596,-13.204225631943377,-0.8345389038078155,LDL_BMI
(Intercept),2.8358890032967228,5.169523656928176,75.85301683619451,8.28900156055457,0.3763394035864663,12.230077533348055,63.54525470680977,70.10063525933236,81.60539841305666,2.8790626183802552,"75.85 	 (70.1, 81.61)",75.85301683619451,70.10063525933236,81.60539841305666,LDL_BF
age,1.518958085327734e-4,5.972397714106536e-4,0.29550047647889316,7.643251607967043e-4,0.21860511462410465,16.58393284466296,188.33102579699693,0.24096401396394862,0.3500369389938377,0.027646431248837602,"0.3 	 (0.24, 0.35)",0.29550047647889316,0.24096401396394862,0.3500369389938377,LDL_BF
fat_percentage,0.0032169932242503804,0.003645024728776659,0.9171722441777872,0.007183717275452078,0.4925990835925159,10.949577168181174,37.089869930264754,0.7454526741818638,1.0888918141737105,0.08475681256071442,"0.92 	 (0.75, 1.09)",0.9171722441777872,0.7454526741818638,1.0888918141737105,LDL_BF
female,0.3359627594696328,1.0897037944242824,-15.225527721872817,1.4592628298408785,0.25325049597603583,15.09010066960035,140.32721312929877,-17.613759109388205,-12.83729633435743,1.2079995156625183,"-15.23 	 (-17.61, -12.84)",-15.225527721872817,-17.613759109388205,-12.83729633435743,LDL_BF
race_ethHispanic,0.616734431874221,2.9421944415530996,1.8865770820878203,3.6206023166147427,0.18737431392242862,18.499231021143828,256.34355218169196,-1.8605098663671884,5.633664030542828,1.9027880377526927,"1.89 	 (-1.86, 5.63)",1.8865770820878203,-1.8605098663671884,5.633664030542828,LDL_BF
race_ethNH Black,0.5970362079857539,2.071266832319282,-10.808279046187701,2.728006661103611,0.24073981861856825,15.572167849323243,155.29113046601756,-14.070914322213284,-7.545643770162119,1.6516678422442,"-10.81 	 (-14.07, -7.55)",-10.808279046187701,-14.070914322213284,-7.545643770162119,LDL_BF
race_ethNH White,0.5402262890809929,2.1214241062858608,-4.25403518058958,2.715673024274953,0.21882196887371905,16.572857960605745,187.95793577388935,-7.504849768281801,-1.003220592897359,1.647929920923506,"-4.25 	 (-7.5, -1)",-4.25403518058958,-7.504849768281801,-1.003220592897359,LDL_BF
race_ethOther Race,1.3030737671755994,7.837029699526944,-3.084114861346534,9.270410843420104,0.1546189449532904,21.53195559865585,376.4584921411906,-9.070933010351723,2.902703287658653,3.044734938121889,"-3.08 	 (-9.07, 2.9)",-3.084114861346534,-9.070933010351723,2.902703287658653,LDL_BF
(Intercept),5.440161905259117,4.98025283706951,79.49359830004425,10.96443093285454,0.5457810015341193,10.560361740491839,30.213823061078863,72.73311315803366,86.25408344205485,3.3112582099338828,"79.49 	 (72.73, 86.25)",79.49359830004425,72.73311315803366,86.25408344205485,LDL_BMI_trt
age,4.907214723801538e-4,7.510477105627996e-4,0.4867421702322895,0.001290841330180969,0.4181719371679036,11.678679185696396,51.46746052562231,0.414629040665562,0.5588552997990169,0.03592828036771269,"0.49 	 (0.41, 0.56)",0.4867421702322895,0.414629040665562,0.5588552997990169,LDL_BMI_trt
bmi,0.0030243481752740826,0.004090734821338874,1.199767442135919,0.007417517814140365,0.4485035393456673,11.349426856268838,44.74152267431106,1.0262750985882318,1.3732597856836062,0.08612501270908682,"1.2 	 (1.03, 1.37)",1.199767442135919,1.0262750985882318,1.3732597856836062,LDL_BMI_trt
